"Step","epoch_sel_End_to_end_1_epoch_sel_DEBUG - epoch_train_loss","epoch_sel_End_to_end_1_epoch_sel_DEBUG - epoch_train_loss__MIN","epoch_sel_End_to_end_1_epoch_sel_DEBUG - epoch_train_loss__MAX"
"465","0.80712890625","0.80712890625","0.80712890625"
"931","0.72216796875","0.72216796875","0.72216796875"
"1397","0.6962890625","0.6962890625","0.6962890625"
"1863","0.69482421875","0.69482421875","0.69482421875"
"2329","0.6689453125","0.6689453125","0.6689453125"
"2795","0.6689453125","0.6689453125","0.6689453125"
"3261","0.66845703125","0.66845703125","0.66845703125"
"3727","0.66748046875","0.66748046875","0.66748046875"
"4193","0.65380859375","0.65380859375","0.65380859375"
"4659","0.640625","0.640625","0.640625"
"5125","0.6435546875","0.6435546875","0.6435546875"
"5591","0.65185546875","0.65185546875","0.65185546875"
"6057","0.650390625","0.650390625","0.650390625"
"6523","0.62841796875","0.62841796875","0.62841796875"
"6989","0.64404296875","0.64404296875","0.64404296875"
"7455","0.619140625","0.619140625","0.619140625"
"7921","0.62451171875","0.62451171875","0.62451171875"
"8387","0.626953125","0.626953125","0.626953125"
"8853","0.62158203125","0.62158203125","0.62158203125"
"9319","0.6201171875","0.6201171875","0.6201171875"
"9785","0.6162109375","0.6162109375","0.6162109375"
"10251","0.6142578125","0.6142578125","0.6142578125"
"10717","0.6259765625","0.6259765625","0.6259765625"
"11183","0.61962890625","0.61962890625","0.61962890625"
"11649","0.61962890625","0.61962890625","0.61962890625"
"12115","0.6123046875","0.6123046875","0.6123046875"
"12581","0.6162109375","0.6162109375","0.6162109375"
"13047","0.6181640625","0.6181640625","0.6181640625"
"13513","0.6064453125","0.6064453125","0.6064453125"
"13979","0.61328125","0.61328125","0.61328125"
"14445","0.611328125","0.611328125","0.611328125"
"14911","0.6083984375","0.6083984375","0.6083984375"
"15377","0.60888671875","0.60888671875","0.60888671875"
"15843","0.609375","0.609375","0.609375"
"16309","0.6064453125","0.6064453125","0.6064453125"
"16775","0.60791015625","0.60791015625","0.60791015625"
"17241","0.60791015625","0.60791015625","0.60791015625"
"17707","0.6103515625","0.6103515625","0.6103515625"
"18173","0.609375","0.609375","0.609375"
"18639","0.6162109375","0.6162109375","0.6162109375"
"19105","0.61474609375","0.61474609375","0.61474609375"
"19571","0.60400390625","0.60400390625","0.60400390625"
"20037","0.61181640625","0.61181640625","0.61181640625"
"20503","0.59765625","0.59765625","0.59765625"
"20969","0.60107421875","0.60107421875","0.60107421875"
"21435","0.61865234375","0.61865234375","0.61865234375"
"21901","0.6083984375","0.6083984375","0.6083984375"
"22367","0.6025390625","0.6025390625","0.6025390625"
"22833","0.59912109375","0.59912109375","0.59912109375"
"23299","0.6064453125","0.6064453125","0.6064453125"
"23765","0.60400390625","0.60400390625","0.60400390625"
"24231","0.59912109375","0.59912109375","0.59912109375"
"24697","0.60205078125","0.60205078125","0.60205078125"
"25163","0.595703125","0.595703125","0.595703125"
"25629","0.60693359375","0.60693359375","0.60693359375"
"26095","0.60498046875","0.60498046875","0.60498046875"
"26561","0.61279296875","0.61279296875","0.61279296875"
"27027","0.6005859375","0.6005859375","0.6005859375"
"27493","0.60205078125","0.60205078125","0.60205078125"
"27959","0.6044921875","0.6044921875","0.6044921875"
"28425","0.603515625","0.603515625","0.603515625"
"28891","0.59912109375","0.59912109375","0.59912109375"
"29357","0.59814453125","0.59814453125","0.59814453125"
"29823","0.59814453125","0.59814453125","0.59814453125"
"30289","0.5966796875","0.5966796875","0.5966796875"
"30755","0.60009765625","0.60009765625","0.60009765625"
"31221","0.60791015625","0.60791015625","0.60791015625"
"31687","0.60595703125","0.60595703125","0.60595703125"
"32153","0.6015625","0.6015625","0.6015625"
"32619","0.60205078125","0.60205078125","0.60205078125"
"33085","0.59716796875","0.59716796875","0.59716796875"
"33551","0.5908203125","0.5908203125","0.5908203125"
"34017","0.59814453125","0.59814453125","0.59814453125"
"34483","0.59814453125","0.59814453125","0.59814453125"
"34949","0.59619140625","0.59619140625","0.59619140625"
"35415","0.5908203125","0.5908203125","0.5908203125"
"35881","0.60400390625","0.60400390625","0.60400390625"
"36347","0.59228515625","0.59228515625","0.59228515625"
"36813","0.60009765625","0.60009765625","0.60009765625"
"37279","0.59912109375","0.59912109375","0.59912109375"
"37745","0.6005859375","0.6005859375","0.6005859375"
"38211","0.60107421875","0.60107421875","0.60107421875"
"38677","0.60107421875","0.60107421875","0.60107421875"
"39143","0.5986328125","0.5986328125","0.5986328125"
"39609","0.607421875","0.607421875","0.607421875"
"40075","0.59228515625","0.59228515625","0.59228515625"
"40541","0.59716796875","0.59716796875","0.59716796875"
"41007","0.59130859375","0.59130859375","0.59130859375"
"41473","0.5986328125","0.5986328125","0.5986328125"
"41939","0.59765625","0.59765625","0.59765625"
"42405","0.5986328125","0.5986328125","0.5986328125"
"42871","0.59228515625","0.59228515625","0.59228515625"
"43337","0.5927734375","0.5927734375","0.5927734375"
"43803","0.59619140625","0.59619140625","0.59619140625"
"44269","0.59619140625","0.59619140625","0.59619140625"
"44735","0.59912109375","0.59912109375","0.59912109375"
"45201","0.60595703125","0.60595703125","0.60595703125"
"45667","0.59033203125","0.59033203125","0.59033203125"
"46133","0.591796875","0.591796875","0.591796875"
"46599","0.59619140625","0.59619140625","0.59619140625"
"47065","0.59033203125","0.59033203125","0.59033203125"
